base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,will_convert_purchase
28.983,1.234,590.616,0.062,3,1.221,0
59.255,1.197,257.424,0.39,15,0.897,0
70.659,0.84,551.947,0.161,48,1.2,1
43.433,1.138,405.493,0.114,49,1.412,0
42.468,1.019,389.876,0.079,19,0.786,1
46.051,1.062,283.025,0.082,14,1.058,0
62.428,0.941,430.239,0.122,9,1.55,0
31.09,1.312,662.675,0.129,57,1.013,1
48.576,1.206,496.222,0.083,53,1.012,1
59.628,0.939,594.152,0.098,57,1.158,1
52.516,0.85,749.696,0.228,5,1.008,0
47.844,0.992,539.563,0.231,52,0.659,1
60.016,1.115,416.18,0.14,28,1.226,0
10.0,1.086,570.088,0.013,33,0.599,1
55.168,1.238,418.356,0.163,38,0.917,1
35.189,1.168,424.337,0.244,28,1.241,0
17.541,1.195,272.016,0.23,5,0.929,0
52.668,1.099,638.939,0.179,46,0.861,1
65.605,0.842,442.1,0.234,57,1.176,1
42.938,1.021,527.315,0.124,30,0.83,1
59.293,1.209,344.606,0.17,46,0.756,1
69.184,1.042,565.392,0.066,19,1.055,0
64.724,1.125,385.709,0.143,40,0.963,0
69.599,1.002,478.744,0.226,49,0.751,1
56.132,0.896,631.674,0.073,32,1.127,1
46.132,1.031,618.614,0.051,4,1.093,0
20.971,1.096,496.695,0.128,10,0.928,0
41.309,0.952,234.78,0.102,16,0.942,0
32.351,1.015,948.922,0.172,39,1.094,1
77.564,0.909,761.879,0.084,37,1.238,1
42.362,1.218,608.401,0.257,44,0.943,0
46.848,1.006,387.019,0.017,41,1.131,1
53.272,1.268,482.961,0.22,13,1.113,0
45.654,1.279,418.487,0.059,17,1.176,0
70.426,1.038,689.578,0.0,4,1.008,0
35.66,0.899,539.375,0.139,39,0.818,1
47.919,0.737,382.375,0.1,45,0.908,1
33.863,0.829,429.387,0.031,34,1.069,1
25.2,0.844,668.178,0.0,42,1.364,1
35.823,1.257,740.015,0.119,15,0.903,1
44.444,1.067,729.25,0.198,45,1.161,0
38.56,1.108,613.555,0.167,19,0.934,1
34.614,0.717,462.106,0.125,17,1.022,0
23.905,0.87,50.0,0.158,35,1.303,0
43.753,1.183,544.574,0.118,53,1.153,0
22.429,1.093,499.726,0.006,18,0.752,1
56.401,1.028,520.997,0.006,53,0.886,1
46.237,1.135,508.085,0.104,15,1.251,0
23.137,1.295,301.061,0.107,57,1.028,1
40.362,1.017,583.611,0.188,24,0.77,1
33.718,1.06,594.832,0.181,25,0.836,1
49.788,1.079,602.351,0.168,38,1.141,0
65.107,1.409,641.987,0.098,45,1.199,0
16.872,0.735,590.608,0.01,52,1.004,1
46.725,1.152,438.496,0.153,52,1.495,0
42.598,1.033,489.374,0.162,12,1.165,0
55.07,1.135,513.669,0.0,19,0.951,1
48.198,0.951,516.155,0.053,32,0.837,1
33.72,1.043,649.733,0.065,15,0.805,1
40.214,1.157,596.55,0.129,32,1.067,0
33.06,1.517,811.602,0.056,59,0.902,1
61.14,1.171,830.97,0.117,48,1.335,0
45.32,0.923,511.947,0.103,32,1.293,0
73.518,0.986,50.0,0.107,9,1.127,0
44.09,0.982,685.525,0.063,12,0.764,1
34.374,0.781,418.944,0.069,37,0.866,1
22.294,1.0,379.777,0.034,4,1.251,0
17.953,1.16,440.233,0.15,32,0.887,0
21.238,0.859,433.004,0.166,21,1.224,0
49.007,1.207,591.84,0.058,41,1.095,1
52.631,1.123,266.085,0.242,39,1.01,0
21.282,0.94,338.342,0.095,5,0.859,0
58.426,1.029,551.474,0.242,27,0.981,0
37.754,1.29,593.442,0.069,36,1.038,1
47.202,1.16,596.231,0.0,57,1.207,1
69.183,1.051,381.945,0.152,60,0.823,1
58.453,1.014,353.26,0.14,24,0.947,0
40.972,1.061,424.005,0.123,40,1.009,1
31.632,0.973,535.981,0.069,16,1.133,1
12.723,0.734,722.822,0.117,41,0.818,1
34.213,1.356,192.884,0.079,56,0.737,1
41.833,1.073,466.891,0.096,4,1.135,0
30.192,1.11,300.098,0.187,34,0.696,0
43.031,1.041,252.164,0.135,45,1.257,0
46.153,0.94,645.043,0.169,55,0.969,1
41.627,1.022,581.694,0.101,5,0.69,1
35.25,0.81,567.415,0.093,43,0.904,1
47.53,1.392,638.154,0.028,10,1.076,0
51.629,0.865,428.042,0.09,28,0.893,0
28.644,0.895,435.104,0.0,34,1.004,1
66.164,0.984,827.86,0.073,13,1.148,0
43.521,1.243,463.014,0.113,52,0.96,1
45.283,1.052,610.27,0.165,3,0.813,0
55.623,0.865,500.957,0.099,17,0.94,0
48.498,1.238,222.761,0.148,6,1.283,0
59.297,1.16,193.306,0.0,6,1.337,0
49.307,1.131,413.152,0.115,30,0.596,1
35.813,1.157,658.415,0.0,12,1.218,0
50.423,1.409,618.244,0.023,13,1.05,0
27.844,1.378,637.112,0.105,52,1.185,1
46.628,0.947,351.943,0.222,25,0.89,0
44.502,1.294,742.381,0.15,49,0.646,1
41.878,1.107,355.266,0.121,5,1.117,0
43.072,1.125,531.924,0.118,41,0.812,1
16.772,0.796,498.447,0.063,41,0.722,1
36.769,1.024,473.919,0.076,19,0.736,1
46.393,0.928,700.789,0.154,24,1.12,0
47.398,1.174,394.233,0.009,54,1.028,1
29.585,1.211,297.559,0.167,29,1.156,0
63.986,0.739,502.999,0.089,58,1.134,1
32.007,1.047,440.026,0.186,18,0.916,0
59.542,1.218,1006.607,0.197,18,0.986,1
51.408,1.022,601.476,0.0,42,0.898,1
35.307,1.159,438.599,0.073,5,0.958,0
71.63,1.103,341.583,0.052,54,0.807,1
27.095,1.101,217.957,0.0,49,1.078,0
58.787,1.009,346.217,0.037,35,1.215,0
60.009,0.868,517.241,0.315,44,0.837,1
34.941,0.882,714.099,0.169,4,1.256,0
65.887,1.156,668.253,0.273,41,1.023,1
41.249,1.053,534.364,0.186,48,1.048,1
49.33,1.029,451.525,0.061,50,0.66,1
48.905,0.986,540.322,0.089,29,0.639,1
42.985,1.004,422.204,0.167,17,1.029,1
57.162,1.207,757.755,0.155,9,1.158,0
56.902,1.0,471.621,0.074,47,0.866,1
18.772,0.849,487.049,0.0,59,1.334,1
64.565,1.162,167.627,0.383,44,1.147,0
20.063,1.019,470.685,0.109,11,0.818,0
60.488,1.055,625.473,0.094,43,1.006,1
61.901,1.291,339.842,0.129,8,1.495,0
28.636,1.047,387.392,0.101,58,0.751,1
38.838,1.093,618.907,0.13,59,1.106,1
28.414,0.873,278.501,0.223,14,0.935,0
41.776,1.017,658.67,0.11,32,1.141,0
40.379,1.141,420.178,0.027,57,1.253,1
56.695,0.817,441.715,0.107,22,0.923,1
64.655,1.08,331.418,0.083,22,1.224,0
65.935,1.065,556.707,0.234,56,1.444,0
36.567,1.056,868.981,0.214,48,1.013,1
41.862,1.206,617.225,0.129,29,1.157,0
19.748,1.1,370.357,0.018,22,0.882,0
32.912,1.272,670.343,0.022,9,1.004,1
59.473,0.901,452.498,0.121,42,0.965,1
69.234,1.07,706.173,0.147,42,1.159,1
26.485,1.063,621.001,0.09,32,1.241,1
36.113,0.89,58.529,0.082,10,0.978,0
44.604,1.193,349.388,0.073,4,1.307,0
49.202,1.399,641.658,0.118,16,1.306,0
32.856,1.047,522.749,0.0,12,1.169,0
51.361,1.126,346.437,0.032,52,0.897,1
37.892,1.063,404.962,0.07,20,0.878,0
44.783,0.943,214.065,0.217,20,0.838,0
53.194,0.777,486.744,0.055,18,1.19,0
45.096,0.944,831.603,0.134,54,0.758,1
38.454,0.841,620.74,0.138,7,1.135,0
43.356,1.306,828.563,0.224,54,0.784,1
43.675,1.033,632.36,0.221,33,1.165,0
39.45,0.998,654.122,0.115,39,1.003,1
41.118,1.183,796.112,0.082,22,1.267,0
68.98,0.882,556.589,0.067,25,1.228,1
53.414,0.935,471.916,0.101,34,1.287,0
40.568,1.06,654.899,0.085,44,1.292,1
55.454,1.204,718.076,0.164,19,1.029,0
39.993,1.125,428.005,0.154,15,0.768,1
62.597,1.087,391.765,0.167,51,0.789,1
50.545,1.062,520.828,0.221,52,0.583,1
43.39,1.11,624.725,0.269,15,0.783,0
51.716,1.08,619.714,0.13,19,1.014,1
21.437,0.896,286.375,0.208,17,0.888,0
28.098,1.057,786.741,0.092,28,0.964,1
27.091,0.889,403.825,0.215,46,1.099,0
47.144,1.062,460.24,0.205,30,0.939,0
70.988,0.978,364.602,0.201,44,0.776,1
78.47,1.431,904.749,0.128,47,0.989,1
54.571,1.044,536.311,0.067,32,0.82,1
52.513,0.839,372.354,0.008,45,0.946,1
17.984,1.03,629.589,0.117,37,1.269,1
36.86,1.128,615.37,0.243,24,0.946,0
33.183,1.301,471.841,0.095,12,1.354,0
35.687,0.962,626.091,0.183,13,1.286,0
42.478,0.813,376.206,0.188,40,0.884,0
37.919,1.173,426.062,0.097,35,0.778,1
15.311,0.843,198.468,0.225,8,0.989,0
56.219,0.985,301.407,0.0,39,1.231,1
28.909,1.011,771.145,0.022,9,0.902,1
48.589,1.04,746.214,0.047,56,1.182,1
76.111,1.153,509.868,0.054,46,1.242,1
31.209,0.947,749.44,0.147,14,0.845,1
10.0,1.009,475.989,0.143,9,0.865,0
40.71,1.048,463.488,0.152,4,1.143,0
61.514,1.072,508.477,0.168,3,1.03,0
74.375,1.065,481.262,0.044,25,0.863,1
26.557,1.115,467.721,0.023,27,0.93,1
52.45,1.177,671.51,0.152,20,0.986,0
38.02,1.109,522.52,0.07,46,0.687,1
43.411,1.118,606.872,0.0,9,1.153,1
84.665,0.813,654.707,0.198,53,0.904,1
22.455,1.058,558.228,0.232,56,0.5,1
48.806,1.122,354.459,0.245,5,0.995,0
52.015,1.159,297.07,0.135,31,0.852,0
61.287,0.946,522.317,0.17,12,1.338,0
46.47,0.951,474.312,0.23,45,0.883,1
49.621,0.964,513.109,0.069,7,0.78,1
39.125,1.13,497.592,0.209,36,1.102,0
49.037,1.205,887.536,0.142,10,0.868,0
39.852,0.989,300.466,0.193,16,0.844,0
54.324,1.186,201.508,0.135,42,1.102,0
39.456,1.069,549.857,0.224,57,0.792,1
50.657,1.031,443.537,0.138,8,0.709,1
44.561,1.018,547.41,0.001,3,1.345,0
61.891,1.162,587.582,0.236,58,1.116,1
44.229,1.099,692.616,0.044,35,0.947,1
18.405,1.391,273.916,0.22,42,0.999,0
63.929,0.922,416.492,0.113,13,1.101,0
31.414,1.128,564.314,0.214,52,1.195,0
35.194,0.971,615.57,0.211,26,0.849,0
36.065,0.92,829.017,0.154,12,1.073,0
65.617,1.048,643.356,0.161,46,0.899,1
12.965,1.071,491.482,0.154,54,0.962,1
92.066,1.488,366.435,0.0,25,1.032,0
60.841,1.022,415.357,0.129,18,0.999,0
48.349,0.88,411.095,0.031,39,1.147,1
44.177,1.091,598.285,0.134,18,1.097,0
49.283,0.739,538.55,0.029,58,0.698,1
52.817,1.036,301.453,0.025,46,0.728,1
54.678,1.052,434.615,0.248,33,0.926,0
53.334,1.169,631.632,0.206,8,1.366,0
46.344,1.196,552.749,0.12,32,0.83,1
42.04,0.974,585.297,0.135,39,0.958,0
42.731,1.027,557.438,0.1,3,0.893,0
42.076,0.935,743.965,0.166,53,0.889,1
62.007,0.881,535.406,0.066,44,1.036,1
53.903,1.096,442.097,0.199,27,1.28,0
10.0,0.859,362.637,0.1,48,1.091,0
54.839,0.988,537.441,0.086,59,0.839,1
47.921,0.901,133.894,0.122,23,1.551,0
44.719,1.132,472.357,0.073,37,1.016,1
39.172,1.32,469.124,0.146,40,0.885,1
61.862,0.855,295.329,0.077,7,1.282,0
59.213,0.772,360.76,0.157,51,0.906,0
33.407,1.031,621.449,0.217,52,1.333,0
51.106,1.052,534.607,0.062,14,0.826,0
30.425,1.083,515.268,0.11,7,1.286,0
24.306,0.983,545.952,0.157,11,1.04,0
35.599,1.02,513.894,0.085,46,1.258,1
57.936,1.105,686.429,0.157,54,1.38,1
59.297,1.206,518.514,0.164,11,0.773,0
52.696,0.757,281.268,0.207,37,1.255,0
55.876,0.995,744.519,0.072,3,0.718,1
52.743,1.082,555.551,0.045,56,0.791,1
35.378,0.912,411.612,0.095,49,0.839,1
51.479,1.31,311.99,0.043,12,1.101,0
57.006,0.955,559.387,0.165,48,1.007,1
56.314,1.044,482.424,0.027,41,0.967,1
62.834,1.133,736.122,0.307,38,1.029,1
55.625,0.961,448.114,0.224,60,1.118,1
50.272,0.773,374.393,0.121,39,1.134,0
61.052,0.986,634.369,0.189,54,1.219,1
44.602,1.204,638.792,0.0,50,1.364,1
31.772,0.999,525.298,0.322,37,0.996,0
42.554,0.923,601.454,0.073,19,0.896,1
33.826,1.189,494.347,0.11,15,1.123,0
34.872,1.0,535.08,0.0,8,0.771,1
42.832,0.973,674.749,0.159,60,0.864,1
33.114,1.072,593.798,0.031,39,1.2,0
40.381,1.166,474.609,0.128,50,0.975,1
16.596,1.407,702.854,0.076,34,0.758,1
48.199,1.174,145.272,0.034,13,0.702,1
45.018,1.224,807.811,0.056,19,1.01,0
32.744,0.974,244.106,0.138,7,1.228,0
54.889,0.896,405.936,0.017,8,1.226,0
59.064,1.059,493.862,0.06,12,1.022,0
20.887,1.066,478.028,0.173,55,1.402,0
33.559,0.888,650.962,0.328,35,0.979,1
33.463,1.024,341.325,0.158,32,0.972,0
30.901,1.11,539.115,0.047,23,0.5,1
57.442,1.104,413.268,0.091,44,0.911,1
42.093,1.126,544.271,0.123,19,1.17,0
41.032,1.094,490.284,0.092,29,1.313,0
14.942,0.974,513.94,0.192,5,0.834,0
54.531,0.973,417.511,0.137,31,1.092,0
26.411,0.87,423.49,0.193,4,1.209,0
45.899,1.318,543.091,0.095,31,1.002,1
49.161,1.052,641.557,0.226,51,0.543,1
65.41,1.016,410.258,0.107,38,1.049,1
25.368,0.911,369.685,0.042,36,1.152,0
10.0,1.49,592.019,0.294,39,0.811,0
47.758,0.889,495.124,0.0,44,0.949,1
72.008,0.986,624.575,0.061,3,0.769,1
63.584,1.112,364.13,0.07,28,0.5,1
48.145,1.14,233.084,0.321,3,1.205,0
37.625,1.194,420.049,0.265,60,0.999,0
57.107,1.321,385.047,0.24,6,1.32,0
30.397,1.126,488.182,0.094,41,1.171,1
52.145,0.892,404.473,0.314,16,0.929,0
52.582,1.011,611.153,0.149,48,0.983,0
60.903,1.096,456.777,0.198,20,1.113,0
86.395,1.36,522.571,0.134,36,1.193,0
50.886,0.84,523.645,0.116,3,1.065,0
37.366,1.23,529.243,0.1,55,1.221,0
44.616,1.077,496.381,0.103,24,0.941,0
18.464,1.176,576.59,0.169,18,0.801,0
34.579,1.035,380.652,0.149,24,0.987,0
38.861,0.924,709.913,0.117,52,1.041,1
37.139,1.163,464.519,0.241,18,0.76,0
47.285,1.148,303.268,0.0,30,0.733,1
32.664,1.196,528.211,0.161,30,1.089,0
61.815,1.048,372.323,0.177,57,0.919,1
45.003,0.96,599.8,0.212,24,0.967,1
44.86,0.816,831.441,0.115,58,0.928,1
40.082,1.173,382.014,0.137,8,1.304,0
47.328,1.114,549.856,0.199,27,1.252,0
57.376,0.905,236.674,0.239,44,0.753,0
31.993,0.969,568.086,0.096,4,0.893,0
35.128,0.98,367.143,0.141,9,1.17,0
40.444,0.828,406.275,0.254,55,1.12,0
24.812,0.927,334.807,0.0,19,0.992,1
32.711,0.88,609.823,0.065,37,0.772,1
37.857,0.988,651.096,0.237,22,0.863,1
58.116,0.939,503.508,0.207,46,0.897,1
48.938,0.806,370.336,0.162,4,1.055,0
47.904,1.353,738.428,0.084,9,1.341,0
57.763,1.238,387.438,0.049,34,0.863,1
42.939,0.933,175.695,0.073,51,0.795,1
50.857,1.091,568.758,0.244,21,0.978,0
43.452,1.113,334.284,0.07,14,1.206,0
48.98,1.229,648.291,0.128,11,0.711,1
36.259,0.927,442.829,0.06,29,1.291,0
10.0,1.214,590.557,0.187,16,0.966,0
42.986,0.968,710.225,0.077,4,0.853,0
66.341,0.85,318.671,0.112,23,0.68,1
58.893,1.159,415.109,0.0,6,1.141,0
59.481,1.244,488.649,0.0,53,0.966,1
63.542,1.438,730.633,0.121,23,1.034,0
46.33,0.87,401.243,0.014,50,0.82,1
47.96,1.155,410.824,0.288,24,0.936,0
35.735,0.989,571.721,0.0,51,0.903,1
40.259,1.168,413.416,0.056,4,0.98,0
54.237,0.829,522.879,0.121,19,0.866,1
63.058,0.861,267.269,0.091,21,0.693,1
42.908,0.934,832.149,0.032,42,1.546,1
38.247,1.062,297.844,0.043,26,0.727,1
45.008,0.954,451.737,0.041,22,1.036,1
54.018,1.149,495.128,0.097,40,0.646,1
23.342,1.204,786.903,0.276,14,0.601,1
10.557,1.14,301.273,0.126,27,1.02,0
36.742,1.293,797.556,0.215,25,1.035,0
26.689,1.112,613.577,0.161,52,1.252,1
37.378,0.867,562.564,0.209,36,1.08,0
42.783,1.255,352.305,0.0,34,0.97,1
38.201,0.959,585.671,0.096,53,0.81,1
66.787,1.187,391.477,0.225,26,1.3,0
49.901,1.286,689.999,0.074,44,1.186,1
49.507,1.119,354.341,0.261,27,0.751,0
54.333,0.826,483.026,0.239,5,1.008,0
27.918,0.912,416.709,0.082,27,1.029,0
60.587,1.248,351.872,0.08,30,0.931,0
43.864,1.025,611.198,0.039,14,1.154,0
55.057,1.062,580.319,0.07,28,1.166,1
28.922,1.164,681.352,0.021,50,0.962,1
21.694,1.154,233.019,0.154,46,0.944,0
57.268,1.092,659.626,0.004,10,1.3,0
50.646,1.019,875.817,0.168,7,1.187,0
31.469,1.003,432.254,0.17,13,1.014,0
31.955,1.179,784.272,0.0,44,0.674,1
61.882,1.133,460.526,0.244,37,1.069,0
27.159,1.011,294.139,0.161,29,1.14,0
69.64,1.212,454.155,0.18,57,0.5,1
31.491,1.031,657.231,0.059,43,1.05,1
54.576,0.922,374.274,0.17,46,0.917,1
40.071,0.936,409.949,0.21,40,0.956,0
54.048,0.903,589.031,0.112,21,0.819,1
36.838,1.009,500.459,0.28,50,0.97,0
42.558,1.235,587.693,0.124,55,1.278,0
45.614,0.929,535.674,0.211,57,0.911,1
29.967,1.078,571.944,0.143,58,1.193,1
56.112,0.951,435.155,0.167,34,0.839,0
37.302,1.011,534.76,0.0,48,1.152,1
41.571,0.823,360.894,0.15,30,1.0,1
30.085,1.017,693.265,0.061,38,1.07,1
10.0,1.021,404.859,0.052,20,1.001,0
42.135,1.131,669.327,0.26,12,1.128,0
81.189,1.083,464.959,0.103,34,0.5,1
56.769,0.87,530.3,0.04,20,0.716,1
44.711,1.213,425.755,0.091,14,1.083,0
41.057,1.082,347.601,0.016,53,0.591,1
45.337,1.08,238.286,0.235,10,0.894,0
53.207,1.049,341.701,0.064,35,0.989,1
27.288,0.972,451.414,0.162,48,0.834,1
61.715,1.083,531.782,0.228,57,0.862,1
55.731,1.121,651.557,0.08,40,1.054,1
55.773,0.788,433.136,0.163,16,1.202,0
51.577,0.969,367.706,0.038,4,0.808,0
45.294,1.012,283.593,0.316,11,0.885,0
55.093,1.088,572.01,0.195,46,0.854,1
53.877,1.229,707.479,0.105,7,0.516,1
39.689,0.934,689.95,0.058,36,1.028,1
36.396,0.975,606.49,0.111,21,1.187,0
46.528,0.973,595.781,0.093,9,1.203,0
68.235,0.93,754.644,0.276,41,0.826,1
26.413,0.998,549.812,0.022,44,0.75,1
22.987,1.166,596.919,0.131,19,1.004,0
47.471,0.892,451.882,0.119,28,1.166,0
45.763,1.114,295.693,0.111,48,1.031,0
47.6,0.795,397.423,0.111,29,1.058,1
48.659,0.966,498.626,0.111,45,1.228,0
41.652,1.001,509.118,0.19,30,0.852,1
67.348,1.301,788.943,0.169,22,0.956,1
20.986,1.009,512.192,0.154,8,1.327,0
32.573,0.72,676.827,0.0,10,0.961,1
43.451,0.75,434.738,0.144,34,0.747,0
20.352,1.055,453.249,0.0,21,0.866,1
42.362,1.142,300.649,0.172,34,0.812,0
69.922,1.106,388.651,0.238,21,1.071,1
45.313,1.075,579.047,0.046,26,0.821,1
48.461,1.224,501.134,0.099,26,1.054,0
26.098,0.969,641.441,0.072,58,0.853,1
35.755,1.184,527.188,0.219,19,0.575,1
39.372,0.805,447.132,0.128,58,1.061,1
40.234,0.914,822.245,0.258,58,1.03,1
64.225,0.779,485.914,0.153,20,1.104,0
53.365,1.009,674.45,0.139,14,0.865,1
28.328,1.043,439.819,0.125,43,0.844,1
48.698,1.067,606.44,0.185,25,1.08,0
52.473,1.059,639.202,0.0,58,1.304,1
62.102,0.911,531.274,0.127,50,1.002,1
68.708,1.021,146.828,0.114,20,1.085,0
29.774,0.825,502.738,0.178,18,0.936,1
32.837,1.254,684.569,0.105,18,0.691,1
26.136,1.004,579.122,0.037,38,1.193,1
41.49,0.977,566.876,0.121,25,1.182,0
51.995,1.288,241.661,0.033,24,1.142,0
59.81,0.864,391.932,0.0,41,0.964,1
43.861,0.881,561.704,0.178,35,1.119,0
40.202,0.886,561.557,0.166,26,1.179,0
47.276,1.04,682.2,0.157,57,1.324,0
32.473,1.115,478.27,0.224,22,1.198,0
76.343,1.161,560.874,0.067,35,1.013,1
20.885,1.436,502.456,0.006,33,0.738,1
47.771,0.713,351.959,0.114,42,1.031,1
75.354,1.141,161.631,0.092,60,1.051,1
45.102,0.966,564.651,0.053,57,1.142,1
42.149,0.962,526.092,0.114,10,1.271,0
39.638,0.957,407.274,0.071,12,0.981,0
42.294,0.914,257.124,0.0,3,1.42,0
65.593,1.303,594.461,0.085,23,0.648,1
11.822,1.176,460.112,0.029,27,1.084,0
68.002,1.053,583.531,0.139,34,0.84,1
23.641,1.253,779.607,0.068,55,0.619,1
41.0,0.823,178.785,0.209,48,0.96,0
38.561,0.85,395.06,0.248,48,0.709,1
53.828,0.723,468.594,0.174,12,0.968,0
21.028,0.945,718.224,0.0,53,1.007,1
51.933,1.074,254.54,0.24,59,1.224,0
75.365,1.065,790.379,0.246,50,0.698,1
24.552,1.072,520.378,0.122,11,1.182,0
47.846,0.838,485.6,0.226,22,1.02,0
35.07,1.17,470.291,0.076,50,1.206,1
51.388,1.086,434.561,0.0,22,0.914,1
45.287,1.16,657.218,0.059,42,0.734,1
35.378,0.766,339.722,0.258,9,0.757,0
52.318,1.097,551.812,0.001,13,0.742,1
72.065,0.872,442.373,0.12,23,1.096,0
42.136,0.99,385.68,0.123,40,1.295,0
55.796,1.13,887.896,0.079,49,0.887,1
25.601,1.064,562.858,0.085,21,1.126,0
30.653,0.922,591.99,0.126,48,0.695,1
52.086,1.051,670.667,0.075,17,1.036,1
67.262,0.82,286.798,0.006,8,1.134,0
50.334,1.223,762.844,0.137,58,0.71,1
40.304,1.019,123.656,0.206,12,0.959,0
44.989,1.218,384.685,0.19,48,1.143,0
26.244,0.971,431.145,0.055,18,0.5,1
54.068,0.971,587.259,0.02,47,1.267,1
58.235,0.935,532.808,0.097,13,1.071,0
38.219,1.181,474.978,0.245,59,1.143,1
37.949,0.944,498.2,0.172,37,0.917,1
48.988,1.147,353.297,0.176,10,0.655,0
38.449,0.993,275.415,0.191,30,1.107,0
44.008,0.754,608.977,0.154,5,0.983,0
76.496,0.964,604.056,0.13,4,1.006,0
41.295,0.873,737.674,0.173,55,1.218,1
39.625,1.055,381.497,0.076,16,1.152,0
35.287,0.871,603.922,0.007,54,1.384,1
56.163,1.189,457.444,0.178,31,1.031,0
42.282,1.036,678.571,0.219,55,0.862,1
35.259,1.023,653.294,0.031,56,0.962,1
64.82,1.148,531.681,0.186,49,1.083,1
66.294,1.195,449.07,0.254,5,1.203,0
35.994,1.047,644.14,0.12,3,0.707,0
17.002,0.934,597.036,0.055,17,1.002,1
60.113,0.784,397.334,0.13,22,1.322,0
34.731,0.947,300.83,0.076,24,0.952,0
56.859,0.957,456.72,0.071,36,1.186,0
15.448,1.066,727.312,0.155,52,1.099,1
58.389,0.998,671.973,0.0,35,1.191,1
26.832,1.153,333.151,0.004,11,0.838,0
55.961,0.958,324.836,0.122,5,0.839,0
45.214,1.041,691.203,0.118,4,1.004,0
30.691,1.228,329.655,0.147,6,0.694,0
38.894,1.101,576.394,0.27,18,0.946,0
55.295,1.041,407.589,0.128,56,1.051,1
46.588,0.96,742.557,0.168,35,1.357,0
53.766,0.955,384.436,0.042,11,1.081,0
74.647,0.922,671.504,0.181,59,1.125,1
21.536,0.969,527.729,0.078,42,1.233,1
69.258,1.163,537.829,0.126,40,0.807,1
46.565,1.017,204.454,0.111,54,0.967,1
31.518,0.848,169.563,0.203,20,1.485,0
25.045,1.315,466.915,0.015,18,0.984,0
42.163,1.098,537.036,0.0,10,1.223,0
58.825,0.839,331.22,0.103,25,1.193,0
43.087,0.984,336.696,0.157,38,0.704,1
67.667,1.067,584.221,0.132,5,1.062,0
23.232,1.306,584.428,0.219,17,1.029,0
44.819,0.884,479.339,0.155,40,1.066,0
26.214,1.196,617.03,0.075,35,0.849,0
50.454,1.26,323.87,0.0,20,0.777,0
58.303,0.956,446.61,0.101,25,0.905,1
38.689,1.008,747.182,0.202,45,0.98,1
10.0,0.895,510.248,0.089,5,1.237,0
47.984,1.019,518.947,0.122,32,1.363,0
51.551,1.045,845.892,0.154,47,1.279,1
51.064,1.149,290.099,0.039,19,1.172,0
63.537,1.214,619.465,0.17,52,0.799,1
28.934,0.938,749.598,0.251,60,0.918,1
55.203,0.755,451.271,0.106,60,1.042,1
62.888,1.047,628.945,0.03,34,0.874,1
18.321,1.094,352.697,0.115,48,1.115,0
49.795,1.087,396.99,0.0,59,1.144,1
37.437,1.001,557.745,0.147,9,1.107,0
43.777,1.069,619.785,0.156,41,1.205,0
50.215,1.277,668.14,0.254,16,0.819,0
37.692,1.107,735.444,0.104,60,1.187,1
34.864,0.994,489.883,0.153,58,0.861,1
45.512,0.975,679.042,0.051,17,0.812,1
28.691,1.025,448.654,0.091,46,1.106,1
28.713,1.296,635.314,0.0,14,1.243,0
55.191,1.023,531.123,0.104,10,1.098,0
27.768,1.047,566.852,0.096,18,1.004,1
54.995,0.978,563.526,0.144,43,1.062,1
51.939,1.215,259.294,0.07,36,1.027,0
19.113,1.344,331.382,0.127,48,0.775,1
34.837,1.118,515.381,0.093,26,0.751,1
62.912,1.062,246.908,0.093,58,0.984,1
30.283,1.056,624.682,0.126,31,1.016,1
38.034,0.692,630.733,0.123,18,1.002,1
51.931,1.162,549.076,0.181,7,1.135,0
56.751,1.07,331.83,0.11,7,0.957,0
41.227,1.114,707.021,0.092,54,1.113,1
36.037,0.943,805.582,0.106,32,0.971,1
66.336,0.992,522.062,0.063,55,1.365,1
71.083,0.988,576.58,0.091,52,1.016,1
59.683,1.203,530.261,0.282,52,1.468,0
46.28,0.993,579.555,0.047,7,1.07,0
32.876,1.362,482.066,0.098,45,0.957,0
32.543,1.115,494.815,0.089,15,0.82,0
52.838,0.859,635.858,0.1,37,0.711,1
51.276,1.031,851.844,0.094,51,0.802,1
66.024,0.952,289.989,0.142,27,0.824,1
54.757,0.721,484.428,0.0,52,1.079,1
22.454,1.29,322.931,0.203,16,0.895,0
60.779,1.155,738.804,0.171,46,1.037,1
30.029,1.13,411.839,0.021,48,1.256,1
39.24,1.075,283.52,0.0,28,0.982,0
48.753,0.843,595.728,0.042,20,1.416,1
74.935,0.977,761.647,0.101,22,0.765,1
91.649,1.176,599.54,0.326,36,0.97,0
54.101,0.892,530.72,0.163,9,0.892,1
42.252,0.67,561.371,0.0,49,1.187,1
53.018,1.016,712.226,0.065,12,0.552,1
58.315,1.029,368.87,0.116,17,0.711,1
40.19,1.07,483.223,0.14,19,0.979,0
71.928,1.159,432.096,0.015,13,1.31,0
48.451,1.146,324.82,0.109,36,1.045,0
52.466,1.089,450.744,0.063,29,0.73,1
54.989,1.229,666.158,0.032,23,0.761,1
51.324,0.822,584.99,0.141,33,1.335,1
57.584,1.126,596.647,0.182,52,0.876,1
